,Age,Gender,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,age_range
28,0.36363636363636365,1,0,0,1,4,2,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,2
29,0.4318181818181818,1,0,0,0,4,4,0,1,1,0,1,1,0,3,2,0,1,0,1,0,1,0,2
30,0.3181818181818182,1,0,0,0,1,4,1,1,1,0,1,1,0,0,2,2,1,1,1,0,1,0,2
31,0.29545454545454547,1,1,1,0,3,0,1,1,1,2,1,1,0,1,2,1,0,0,1,1,1,1,2
32,0.2727272727272727,1,0,1,1,4,3,1,1,0,0,1,1,2,2,0,1,1,2,1,2,0,0,1
33,0.5454545454545454,1,0,1,1,4,2,1,1,2,2,2,2,2,4,0,1,1,1,0,2,0,0,2
34,0.5,0,0,0,1,4,0,0,1,2,2,1,1,0,0,0,1,1,0,1,0,2,0,2
35,0.20454545454545456,1,0,0,1,3,4,0,1,1,2,1,1,0,4,1,1,2,2,0,0,0,0,1
36,0.25,1,0,0,0,3,0,0,1,1,0,1,1,0,4,2,0,1,0,1,1,0,0,1
37,0.4545454545454546,1,0,0,0,0,1,0,1,1,2,1,1,0,2,0,1,1,1,1,0,1,0,2
38,0.7272727272727273,1,0,0,0,0,1,0,1,2,2,1,0,0,0,1,1,1,2,1,0,0,0,2
39,0.38636363636363635,1,0,0,1,3,5,1,1,2,2,1,2,2,4,1,1,2,2,0,0,2,0,2
40,0.13636363636363635,1,0,0,1,4,4,0,1,1,0,1,1,0,0,0,0,1,0,1,2,1,1,1
41,0.38636363636363635,1,0,0,0,0,5,1,1,2,1,0,2,0,1,2,2,1,0,1,0,0,0,2
42,0.20454545454545456,1,0,1,1,4,0,0,1,1,2,1,1,2,3,0,1,1,0,1,1,2,0,1
43,0.0,1,0,0,0,2,4,0,1,1,1,1,1,0,1,2,0,0,1,1,1,1,0,0
44,0.2727272727272727,1,0,0,1,4,2,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1
45,0.4545454545454546,0,0,1,1,4,2,0,1,2,2,1,2,2,2,1,1,1,2,1,1,2,0,2
46,0.2272727272727273,1,0,0,0,0,2,0,1,0,1,1,1,0,0,1,0,1,2,0,2,0,0,1
47,0.36363636363636365,1,0,0,0,0,4,0,1,1,0,1,1,0,0,1,1,2,2,0,2,0,0,2
48,0.18181818181818182,1,1,0,0,4,0,0,1,1,2,2,1,0,0,1,1,2,2,1,1,2,0,1
49,0.2727272727272727,1,0,1,1,3,2,0,1,2,0,1,0,0,0,0,1,1,2,1,1,0,0,1
50,0.09090909090909091,1,0,1,1,2,4,0,1,1,2,1,1,2,3,0,1,0,0,1,0,0,0,1
51,0.34090909090909094,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,0,0,2
52,0.29545454545454547,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
53,0.3181818181818182,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,2,1,1,0,0,2
54,0.2272727272727273,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1
55,0.20454545454545456,1,0,1,1,3,2,0,1,2,2,1,1,2,0,0,1,0,0,1,1,0,0,1
56,0.3181818181818182,1,0,1,0,0,4,1,1,0,0,1,1,0,2,1,1,2,2,1,1,2,0,2
57,0.13636363636363635,1,0,1,1,4,2,1,1,0,0,1,1,0,0,1,0,1,2,2,2,1,0,1
58,0.18181818181818182,1,0,0,0,0,2,0,0,1,0,1,1,2,2,1,1,1,2,0,2,0,0,1
59,0.34090909090909094,1,0,1,1,2,4,1,1,0,0,1,1,1,1,2,1,0,0,1,0,0,0,2
60,0.5909090909090909,1,0,1,1,4,5,0,0,2,0,1,0,0,0,2,0,1,0,1,0,0,1,2
61,0.18181818181818182,0,0,0,1,4,2,1,1,0,1,2,2,2,4,1,1,2,2,0,2,2,0,1
62,0.20454545454545456,1,0,0,0,1,1,0,1,2,1,1,2,0,2,1,1,2,2,0,0,2,0,1
63,0.18181818181818182,1,0,0,0,0,2,0,1,1,0,1,1,0,4,2,1,0,0,1,1,1,1,1
64,0.38636363636363635,1,0,0,0,4,4,0,1,0,0,1,1,0,2,1,1,1,2,1,0,0,0,2
65,0.5,1,0,1,0,4,5,1,1,2,2,2,2,0,0,2,0,1,0,1,1,1,1,2
66,0.11363636363636365,0,0,1,1,2,0,1,1,1,1,1,1,0,4,1,1,1,2,1,0,2,0,1
67,0.4090909090909091,1,0,0,0,4,1,1,1,2,0,0,2,0,0,0,1,1,1,0,2,2,0,2
68,0.29545454545454547,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2
69,0.36363636363636365,1,1,0,0,3,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,2
70,0.2272727272727273,1,0,0,0,1,2,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1
71,0.36363636363636365,1,0,0,0,1,4,0,1,0,1,0,0,0,2,1,1,1,2,1,1,0,0,2
72,0.11363636363636365,2,0,0,0,3,5,0,1,2,2,1,1,2,1,0,1,2,2,1,1,1,0,1
73,0.4545454545454546,1,0,0,0,0,2,0,1,1,0,1,0,2,2,1,1,1,2,0,2,2,0,2
74,0.34090909090909094,1,0,0,0,1,5,0,1,0,1,2,0,0,0,0,1,1,1,1,0,2,0,2
75,0.022727272727272728,1,0,0,0,0,0,0,1,1,2,1,1,1,1,2,1,0,0,1,0,1,0,0
76,0.1590909090909091,1,0,0,0,0,5,1,1,2,2,2,2,0,0,1,1,2,2,0,2,2,0,1
77,0.29545454545454547,1,1,1,0,4,0,1,1,1,0,1,1,2,1,1,1,2,2,0,0,2,0,2
78,0.3181818181818182,1,0,1,1,4,2,1,1,1,0,1,1,0,1,2,1,1,0,1,2,1,0,2
79,0.2272727272727273,1,0,0,0,1,4,1,1,0,0,0,0,0,4,1,1,1,1,0,2,2,0,1
80,0.4545454545454546,1,0,1,0,4,1,1,1,2,2,1,2,0,0,1,1,2,1,0,0,2,0,2
81,0.11363636363636365,1,0,0,0,1,2,0,1,2,1,2,0,0,4,1,1,1,2,0,0,2,0,1
82,0.2727272727272727,1,0,0,0,1,2,0,0,1,0,1,1,0,0,1,1,1,2,1,1,1,0,1
83,0.20454545454545456,0,1,0,1,2,0,1,1,2,2,2,2,2,4,0,0,1,2,1,0,2,0,1
84,0.34090909090909094,1,0,1,0,1,5,0,1,1,0,1,1,0,0,2,1,0,0,1,0,1,0,2
85,0.29545454545454547,1,0,0,0,0,2,0,1,0,1,1,1,0,0,1,1,1,2,0,0,1,0,2
86,0.4772727272727273,1,1,0,1,2,4,0,1,1,0,1,1,0,3,0,1,1,0,1,0,1,1,2
87,0.36363636363636365,0,0,1,1,3,3,1,1,2,1,1,0,0,0,2,0,1,1,1,1,0,0,2
88,0.25,0,0,0,1,4,2,0,1,2,2,1,1,0,0,0,1,1,1,1,0,1,1,1
89,0.3181818181818182,1,0,0,0,0,3,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2
90,0.29545454545454547,1,0,0,0,1,3,0,1,2,2,2,2,2,2,1,1,1,2,1,1,2,0,2
91,0.5,1,0,0,1,4,2,0,1,1,2,1,1,2,3,1,1,2,2,2,2,1,0,2
92,0.36363636363636365,1,0,0,0,0,2,0,1,0,0,1,1,0,2,0,1,1,0,1,0,0,0,2
93,0.0,2,0,0,0,0,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,0,0,0
94,0.1590909090909091,0,0,0,1,4,2,0,1,2,2,1,0,0,0,0,1,1,2,1,0,0,0,1
95,0.25,1,0,0,0,1,2,0,1,0,0,1,0,0,0,1,1,2,2,0,0,1,0,1
96,0.13636363636363635,1,0,1,0,3,2,0,1,0,1,1,0,0,2,0,0,1,0,1,0,0,0,1
97,0.29545454545454547,1,0,1,1,4,4,0,1,0,0,1,1,0,0,1,1,1,2,0,2,1,0,2
98,0.34090909090909094,1,0,0,1,4,4,0,1,1,2,1,1,0,2,0,1,1,0,1,0,1,0,2
99,0.2727272727272727,1,0,0,1,2,0,0,1,1,2,1,1,2,2,1,1,2,2,0,0,2,0,1
100,0.18181818181818182,0,0,1,1,4,2,0,0,1,2,1,1,1,3,2,1,0,0,1,0,1,1,1
101,0.5909090909090909,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,2
102,0.1590909090909091,1,0,1,0,0,2,0,1,0,0,0,0,0,4,1,1,1,2,1,1,0,0,1
103,0.34090909090909094,1,0,1,1,4,2,1,1,2,2,2,2,2,2,1,1,1,2,0,0,2,0,2
104,0.25,1,0,0,0,1,5,0,1,2,1,2,0,0,2,1,1,1,2,1,1,0,0,1
105,0.38636363636363635,1,0,1,0,3,4,0,1,2,1,1,1,2,2,1,1,1,2,1,1,0,0,2
106,0.38636363636363635,1,0,1,1,4,2,1,1,0,1,1,1,0,2,1,1,1,2,1,0,1,0,2
107,0.2272727272727273,1,0,1,1,3,4,0,1,1,0,1,1,1,0,0,1,2,2,1,1,0,1,1
108,0.36363636363636365,1,0,1,0,1,4,1,1,2,0,1,1,0,0,0,1,0,0,1,1,0,0,2
109,0.3181818181818182,1,0,0,1,4,2,0,1,2,0,2,2,2,1,0,1,1,2,1,0,2,0,2
110,0.09090909090909091,1,0,0,1,4,3,0,1,2,2,1,0,2,0,2,1,0,0,1,2,1,0,1
111,0.2272727272727273,1,0,0,1,4,2,0,1,2,2,2,2,2,2,1,1,1,1,1,0,2,0,1
112,0.6136363636363636,1,0,1,1,3,4,1,1,2,2,1,2,2,4,1,1,2,2,2,2,2,0,2
113,0.3181818181818182,1,0,0,0,1,1,0,1,2,2,1,0,0,0,0,1,1,1,1,1,0,0,2
114,0.2272727272727273,1,0,0,0,0,5,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
115,0.18181818181818182,1,0,0,0,1,4,0,1,0,0,1,0,0,4,1,1,1,1,1,1,0,1,1
116,0.06818181818181818,1,1,0,0,2,0,1,0,1,2,1,1,2,3,2,1,1,2,1,0,1,0,1
117,0.20454545454545456,1,0,0,0,3,4,0,0,2,2,2,2,2,4,0,1,1,2,1,1,0,0,1
118,0.0,1,0,0,1,3,0,1,1,1,0,1,1,2,4,1,1,1,0,1,1,0,0,0
119,0.38636363636363635,1,0,0,0,0,2,1,1,0,1,1,0,0,0,1,1,1,2,0,0,0,0,2
120,0.25,1,0,0,0,1,5,0,1,2,2,1,2,0,0,2,2,0,0,1,1,0,0,1
121,0.1590909090909091,1,0,0,0,0,2,1,1,0,0,1,1,0,4,1,1,1,2,1,1,0,0,1
122,0.34090909090909094,1,0,1,1,4,4,1,1,0,0,0,0,2,4,1,1,2,2,1,0,2,0,2
123,0.4090909090909091,1,0,0,0,2,4,0,1,2,0,1,1,2,0,0,1,0,0,1,1,0,0,2
124,0.20454545454545456,1,0,0,1,1,1,0,0,2,1,1,1,0,3,0,1,1,2,1,0,1,1,1
125,0.20454545454545456,1,0,1,0,1,3,0,1,2,0,2,2,2,0,2,1,1,0,1,2,0,0,1
126,0.20454545454545456,1,0,0,0,0,4,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1
127,0.3181818181818182,1,0,0,1,3,1,0,1,2,2,1,2,2,0,2,1,0,2,1,1,0,0,2
128,0.29545454545454547,1,0,1,0,4,4,0,1,1,0,1,1,0,2,0,0,0,0,1,1,2,0,2
129,0.022727272727272728,1,0,0,1,4,4,0,1,0,0,1,1,0,2,2,2,1,0,1,1,0,0,0
130,0.34090909090909094,1,0,1,1,4,5,0,1,2,2,1,1,0,4,0,1,2,1,1,2,1,0,2
131,0.3181818181818182,1,0,0,0,3,0,1,1,1,2,1,1,0,3,0,1,2,1,1,2,0,0,2
132,0.20454545454545456,1,0,0,0,1,2,0,1,0,1,0,0,0,0,1,1,2,2,0,0,0,0,1
133,0.4545454545454546,1,0,0,0,0,2,1,1,1,2,1,1,2,2,1,1,2,2,0,2,1,0,2
134,0.13636363636363635,1,0,0,1,1,2,0,1,0,0,1,1,0,0,1,1,1,2,0,2,0,0,1
135,0.4772727272727273,1,0,0,0,1,2,0,0,1,0,1,1,0,0,2,0,0,0,1,1,0,0,2
136,0.2272727272727273,1,0,0,0,1,4,0,1,0,0,1,1,2,4,1,1,1,2,0,0,2,0,1
137,0.4772727272727273,1,0,0,1,2,5,0,1,2,1,1,1,0,2,1,1,2,2,1,1,0,0,2
138,0.25,0,0,0,0,0,4,0,1,0,0,1,0,0,2,0,1,1,0,1,1,0,0,1
139,0.09090909090909091,1,0,0,0,0,4,1,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1
140,0.4545454545454546,1,0,1,1,4,1,0,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0,2
141,0.4318181818181818,1,1,0,1,4,5,0,0,1,2,2,2,2,3,2,2,1,0,1,0,2,0,2
142,0.38636363636363635,1,0,0,0,1,2,1,0,0,1,0,0,0,0,2,1,1,0,1,0,0,0,2
143,0.29545454545454547,1,0,0,0,0,5,1,0,2,0,0,2,0,0,1,1,1,2,1,1,0,0,2
144,0.2727272727272727,0,0,1,0,0,5,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1
145,0.4318181818181818,1,0,1,1,3,1,0,0,2,2,2,2,0,2,0,0,1,2,0,0,0,0,2
146,0.13636363636363635,1,0,0,0,1,4,0,1,1,0,1,1,2,0,0,0,0,1,1,1,0,0,1
147,0.11363636363636365,1,0,0,0,4,4,0,0,1,0,1,1,1,2,2,2,0,0,1,1,1,0,1
148,0.2727272727272727,1,0,0,1,3,1,0,1,1,2,2,2,0,2,2,1,1,0,1,1,1,1,1
149,0.25,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1
150,0.022727272727272728,1,1,1,0,0,0,1,1,0,1,1,2,2,2,0,1,1,1,0,0,0,0,0
151,0.3181818181818182,1,0,1,0,1,2,0,1,0,1,1,1,0,4,1,1,1,1,1,0,1,0,2
152,0.2272727272727273,1,0,0,0,3,4,1,1,1,0,1,1,0,0,1,1,2,2,0,2,2,0,1
153,0.4090909090909091,1,0,0,0,1,4,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2
154,0.4318181818181818,1,0,1,1,3,5,0,0,2,2,2,2,2,1,2,0,1,0,1,2,1,1,2
155,0.1590909090909091,1,0,1,1,4,2,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1
156,0.20454545454545456,1,0,1,1,4,5,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1
157,0.18181818181818182,1,0,0,0,2,2,0,0,0,1,1,1,0,0,2,0,1,2,1,0,1,0,1
158,0.20454545454545456,1,0,0,1,3,2,1,1,1,2,1,1,0,1,0,1,1,2,1,1,0,1,1
159,0.1590909090909091,1,0,1,1,4,2,0,1,0,1,1,1,0,4,0,1,1,0,1,1,0,1,1
160,0.4090909090909091,1,0,0,1,4,5,0,0,2,2,2,2,2,2,0,0,1,1,1,0,0,1,2
161,0.1590909090909091,0,0,1,1,4,3,0,1,2,0,1,1,0,0,2,2,1,1,1,1,0,0,1
162,0.29545454545454547,1,0,0,0,1,5,0,1,2,0,1,2,0,0,1,1,1,1,1,1,0,0,2
163,0.18181818181818182,1,0,1,0,3,4,0,1,0,0,1,1,0,0,0,1,1,2,1,1,0,0,1
164,0.34090909090909094,0,1,1,1,4,0,0,1,1,2,2,2,2,3,1,1,1,2,1,2,2,0,2
165,0.20454545454545456,0,1,1,0,0,0,1,1,1,2,1,1,2,2,1,1,2,2,1,0,2,0,1
166,0.36363636363636365,1,0,0,0,1,2,0,1,1,0,1,1,0,4,0,1,1,1,1,0,0,0,2
167,0.5454545454545454,1,0,0,0,0,4,0,1,1,2,1,1,0,3,0,1,2,2,1,0,1,0,2
168,0.11363636363636365,1,1,1,0,4,0,0,1,1,0,1,1,0,3,2,1,0,0,1,0,1,0,1
169,0.13636363636363635,1,0,0,0,3,1,0,1,0,1,2,0,0,4,0,0,1,1,1,0,0,0,1
170,0.18181818181818182,1,0,0,1,4,5,0,1,2,2,0,0,2,2,1,1,2,2,1,1,0,0,1
171,0.29545454545454547,1,1,0,1,2,4,0,1,0,0,1,1,0,0,0,1,1,2,1,0,0,0,2
172,0.09090909090909091,1,0,0,1,1,5,0,1,0,1,1,1,0,3,2,0,0,0,0,0,1,0,1
173,0.11363636363636365,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,2,1,0,2,0,1
174,0.36363636363636365,0,0,1,1,4,5,0,0,2,2,2,1,0,2,1,1,1,2,1,1,1,0,2
175,0.29545454545454547,1,0,0,0,1,2,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2
176,0.2272727272727273,1,0,0,0,0,1,0,0,1,1,1,2,2,2,1,1,1,1,0,0,2,0,1
177,0.3181818181818182,0,0,0,1,2,4,1,1,2,1,0,0,2,4,1,1,2,2,1,1,2,1,2
178,0.6136363636363636,0,0,0,1,4,0,0,1,2,0,1,1,2,1,1,1,2,2,1,1,2,0,2
179,0.34090909090909094,1,0,0,0,0,4,1,1,0,0,1,1,0,4,1,1,2,2,1,0,0,0,2
180,0.25,1,0,0,0,1,4,1,1,1,0,1,1,1,0,0,0,0,2,0,2,1,0,1
181,0.18181818181818182,0,1,0,0,4,4,0,0,1,0,1,1,0,2,0,0,1,1,1,1,0,0,1
182,0.2272727272727273,0,0,0,0,1,2,0,1,0,0,1,0,2,2,1,1,2,2,0,0,0,0,1
183,0.6136363636363636,1,0,0,1,4,5,0,1,0,1,0,0,0,0,2,2,1,1,1,1,0,0,2
184,0.5681818181818182,1,0,1,1,2,5,1,1,2,1,1,0,0,3,2,0,0,0,1,1,1,0,2
185,0.4318181818181818,1,0,0,0,0,3,1,1,2,0,1,1,0,0,2,1,1,0,0,2,1,0,2
186,0.13636363636363635,1,0,0,0,4,4,0,1,0,0,1,0,0,2,0,1,1,2,0,2,2,0,1
187,0.18181818181818182,1,0,0,0,0,4,1,1,1,2,1,1,0,2,1,1,1,0,1,0,2,0,1
188,0.11363636363636365,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,2,0,2,0,0,1
189,0.38636363636363635,0,0,1,1,1,5,0,1,2,1,0,1,2,2,0,1,0,0,1,1,0,0,2
190,0.4545454545454546,0,1,1,1,2,0,1,1,1,2,1,1,2,2,0,0,1,1,1,0,0,1,2
191,0.2272727272727273,1,0,1,1,4,2,0,1,2,0,1,1,0,2,0,0,1,0,1,0,1,0,1
192,0.2272727272727273,1,0,0,0,4,2,0,1,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1
193,0.38636363636363635,1,0,0,1,3,4,0,1,1,0,1,1,2,0,1,1,1,2,1,1,0,0,2
194,0.3181818181818182,0,0,0,0,4,1,0,1,1,0,1,1,0,3,2,2,1,0,1,1,1,1,2
195,0.29545454545454547,1,1,1,0,1,4,0,1,1,0,1,1,0,2,0,0,1,1,1,0,0,0,2
196,0.38636363636363635,0,0,0,0,1,3,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,2
197,0.18181818181818182,1,0,0,0,3,5,0,1,2,0,1,1,2,2,1,1,1,2,1,0,1,0,1
198,0.20454545454545456,1,0,1,0,0,4,1,1,2,2,1,1,0,2,0,0,1,1,1,0,2,0,1
199,0.2272727272727273,1,0,1,1,4,5,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
200,0.20454545454545456,0,0,1,1,4,2,0,1,2,0,1,1,0,4,1,1,1,1,1,1,2,0,1
201,0.36363636363636365,0,0,0,1,4,3,0,0,2,2,2,2,2,2,0,1,1,2,1,1,2,0,2
202,0.5227272727272727,1,0,0,1,2,4,1,1,1,1,1,1,0,3,0,0,1,1,0,0,0,0,2
203,0.4318181818181818,1,0,0,0,4,0,0,1,1,2,1,1,0,3,2,1,0,0,1,2,0,0,2
204,0.36363636363636365,1,0,1,0,0,1,1,1,0,0,0,0,0,4,1,1,2,2,1,1,2,0,2
205,0.3181818181818182,1,0,1,1,4,1,1,1,0,1,1,1,0,1,2,0,0,0,1,1,1,1,2
206,0.06818181818181818,1,0,0,1,4,4,1,1,1,2,1,1,0,1,1,1,1,1,0,0,2,0,1
207,0.2727272727272727,1,0,0,1,2,2,0,1,1,2,1,1,2,2,0,1,2,2,1,0,0,0,1
208,0.13636363636363635,1,0,0,0,1,2,0,1,0,1,1,0,0,0,1,1,1,2,1,1,0,0,1
209,0.18181818181818182,1,0,0,0,0,1,0,1,1,0,1,1,1,4,2,0,0,0,1,0,0,0,1
210,0.5,0,0,0,0,0,2,0,1,2,2,2,2,2,2,1,1,1,2,1,1,2,0,2
211,0.4318181818181818,1,0,1,0,4,2,0,0,1,0,1,1,0,0,2,0,1,2,1,0,0,0,2
212,0.18181818181818182,1,1,0,1,2,0,1,1,1,0,1,1,0,0,2,1,0,0,1,0,0,0,1
213,0.3181818181818182,0,0,1,1,4,4,0,1,0,0,1,1,1,0,2,0,1,1,1,0,1,1,2
214,0.3181818181818182,0,0,0,1,4,1,0,0,2,2,0,0,2,4,1,1,2,2,1,2,2,0,2
215,0.20454545454545456,0,1,1,1,4,0,1,1,1,0,0,0,0,3,1,1,1,0,1,1,0,0,1
216,0.2727272727272727,1,1,0,1,2,4,1,1,2,2,1,1,2,3,1,1,1,2,0,2,2,0,1
217,0.29545454545454547,1,1,0,0,0,4,0,1,2,2,1,0,2,4,1,1,1,1,1,1,2,0,2
218,0.25,0,0,0,1,1,3,0,0,2,0,1,0,0,1,0,1,1,0,1,1,0,0,1
219,0.5227272727272727,1,0,0,0,0,2,0,1,2,1,1,1,0,4,2,1,0,1,1,1,0,0,2
220,0.36363636363636365,0,0,0,0,0,4,0,1,2,0,1,1,0,2,1,1,2,2,0,0,2,0,2
221,0.34090909090909094,1,0,0,0,0,2,0,1,0,0,1,1,0,0,1,1,2,2,2,2,0,0,2
222,0.2272727272727273,1,0,0,0,3,4,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1
223,0.2272727272727273,1,0,0,1,4,5,0,1,1,2,1,1,2,3,2,1,0,1,1,1,1,0,1
224,0.11363636363636365,1,0,0,0,1,2,0,1,0,1,0,0,0,0,1,1,0,2,1,2,2,0,1
225,0.13636363636363635,1,0,0,0,0,0,0,1,0,0,0,1,2,4,1,1,2,2,0,2,2,0,1
226,0.3181818181818182,1,0,0,0,3,0,1,1,1,2,1,1,0,3,1,1,1,2,1,0,2,0,2
227,0.36363636363636365,1,1,0,0,4,0,1,1,0,1,2,2,0,1,2,2,0,0,1,0,2,0,2
228,0.13636363636363635,1,0,0,0,1,4,0,1,2,1,1,0,0,4,0,1,1,0,0,0,2,0,1
229,0.18181818181818182,1,1,0,1,4,0,0,1,1,2,1,1,0,0,0,1,1,1,1,0,2,0,1
230,0.4090909090909091,1,0,0,1,4,2,0,1,2,0,1,2,0,0,0,1,1,1,1,0,0,1,2
231,0.5227272727272727,1,0,0,1,3,3,1,1,2,2,1,0,0,0,0,0,1,0,0,0,1,0,2
232,0.4545454545454546,1,0,0,1,4,5,0,0,0,1,0,0,0,3,2,1,0,0,1,0,1,0,2
233,0.4545454545454546,1,0,0,0,4,2,1,1,0,1,1,0,0,0,0,0,1,2,1,0,1,0,2
234,0.2727272727272727,1,0,0,0,0,2,0,1,0,0,0,0,2,2,1,1,1,1,1,1,2,0,1
235,0.1590909090909091,1,0,0,0,1,2,0,1,1,0,1,1,0,1,2,0,0,0,1,0,1,0,1
236,0.4318181818181818,1,0,1,1,2,2,0,1,2,2,1,0,0,0,0,1,1,1,1,2,0,0,2
237,0.36363636363636365,1,0,1,0,0,4,0,1,1,0,1,1,2,1,1,1,1,2,1,2,1,1,2
238,0.4318181818181818,0,0,1,1,4,5,0,0,2,2,2,2,2,2,1,1,1,1,1,0,2,0,2
239,0.2272727272727273,0,0,1,1,4,4,0,0,2,2,2,2,2,0,1,1,1,2,1,1,1,1,1
240,0.09090909090909091,1,0,0,0,0,4,0,1,0,0,1,1,0,0,1,1,1,2,0,0,1,0,1
241,0.36363636363636365,1,0,1,1,4,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,2
